id,SalePrice
1590,97130.85934597782
1591,132753.07941840813
1592,82574.6071529614
1593,120878.71016526679
1594,130714.12663627704
1595,96721.21445978424
1596,115236.69603113721
1597,237848.83225273003
1598,199996.67054067983
1599,208416.0352129844
1600,190963.20658967516
1601,180427.16673764342
1602,61543.56269734824
1603,123200.35209208739
1604,38486.12487689662
1605,254175.1213842676
1606,237918.00548208362
1607,160869.93551985157
1608,172966.87672871992
1609,203988.76177465403
1610,197557.1943024549
1611,155698.8074398709
1612,126196.20917927113
1613,177426.42463222434
1614,169976.65286285622
1615,132285.79012971726
1616,81980.29220479369
1617,60347.309701951395
1618,81858.03600004023
1619,135853.860585838
1620,142491.2083700492
1621,194935.6478765515
1622,131849.0188213035
1623,152906.8097786803
1624,277373.98402880365
1625,217572.19651412024
1626,117511.6383687513
1627,170463.47165621762
1628,188493.3876813926
1629,269370.334234761
1630,174185.1930997807
1631,365979.51512527466
1632,260066.51238843938
1633,251122.9351606475
1634,173089.6409223469
1635,183757.56707490835
1636,171431.51984117864
1637,142559.39498236415
1638,193017.23491655313
1639,183513.11848468697
1640,184598.18479338745
1641,236321.21379047853
1642,183328.292035144
1643,231658.71936439158
1644,231788.0932344005
1645,230476.28025299145
1646,205489.14403249885
1647,152779.31805260188
1648,150131.41087406946
1649,123192.09865548047
1650,126981.89820674967
1651,112043.09347296234
1652,110878.21439499473
1653,99393.832747798
1654,101393.79663260098
1655,140969.95612003136
1656,130880.94527914035
1657,142340.19006920574
1658,153939.92159231828
1659,146306.8758163335
1660,125200.8949671611
1661,141934.5673595726
1662,395071.5386795341
1663,367583.1268837751
1664,379240.3917748871
1665,467487.76639063685
1666,317693.4195197668
1667,318801.0706562062
1668,357187.51384894806
1669,357345.16672362096
1670,304060.37321984745
1671,357361.89844943257
1672,292653.2909830493
1673,391587.5131921837
1674,304738.2931902731
1675,257801.1434574799
1676,216028.93612631946
1677,221989.47167448065
1678,227217.70103854578
1679,465262.85927651264
1680,361058.23667724035
1681,336259.6960922639
1682,269989.8147023878
1683,315191.4538770848
1684,199678.24998447797
1685,171923.09338968137
1686,176683.29401211135
1687,166799.48297467385
1688,159295.30604171057
1689,180713.90786874882
1690,186795.74391464982
1691,191934.9946955443
1692,178166.0956387054
1693,235033.3119343259
1694,164765.39042035106
1695,179571.72143366368
1696,164550.47025454213
1697,267179.9148209393
1698,172638.819932936
1699,345184.613071996
1700,331328.007141397
1701,278835.61453762767
1702,282059.21786434826
1703,211862.28628895903
1704,216505.05832970032
1705,284989.96943753905
1706,241374.31089879532
1707,386495.19848465396
1708,219419.6668412927
1709,207698.8835694161
1710,257263.65230872628
1711,220460.8224920122
1712,260225.15391787761
1713,267672.9241064413
1714,267980.63693241746
1715,220610.60467499789
1716,210017.59921922858
1717,183720.16623039063
1718,171399.05336502742
1719,145200.87877710583
1720,217362.57408313802
1721,232052.1021694121
1722,148673.03610302904
1723,111577.14928749995
1724,147513.83020839148
1725,218661.47073529035
1726,244720.8544757042
1727,183516.89278202754
1728,137939.9790433008
1729,147921.77241785024
1730,172885.65678256008
1731,122630.72094753334
1732,111302.23937102288
1733,125991.19706803409
1734,121993.71933052872
1735,121930.63561052887
1736,93961.21720868052
1737,99636.68319394084
1738,300830.906381194
1739,271936.110793262
1740,259311.63200078165
1741,224524.69974030362
1742,196471.40534579207
1743,173756.45158743495
1744,171163.1371154077
1745,348115.59879966424
1746,236040.11663234833
1747,210900.28165804918
1748,193752.57192630466
1749,228539.89165491803
1750,132292.6985469593
1751,136470.1918301902
1752,231131.69855874858
1753,115193.0141205551
1754,156295.19272422223
1755,194638.95446520278
1756,166973.07513219366
1757,144102.87938874905
1758,113265.2509704288
1759,143471.49030380003
1760,164064.8800521152
1761,163914.8188054059
1762,155757.14498432697
1763,191769.18350265312
1764,165101.2365736672
1765,104561.66404213493
1766,165210.61075639815
1767,199948.41605858802
1768,239824.13757933694
1769,139383.59726820185
1770,164170.5785719505
1771,154469.8752534103
1772,126094.22123125542
1773,140771.88536735723
1774,110740.14088899124
1775,148506.145251037
1776,148293.0416135673
1777,132677.85407369153
1778,108786.77297795878
1779,153414.42405559774
1780,100545.04236837653
1781,161826.98841394536
1782,125005.8949331143
1783,81732.83585973321
1784,138578.0268104582
1785,98343.52539962836
1786,115582.33049838482
1787,141204.36814521588
1788,153971.38529846384
1789,59581.84106362131
1790,102831.59641259749
1791,66519.1047372423
1792,194631.4852672115
1793,163771.3202624429
1794,140853.52336686917
1795,168707.79600031496
1796,131036.52889911295
1797,131836.04678815624
1798,120213.71884703473
1799,128299.03403199266
1800,108420.29575582272
1801,131252.49273991544
1802,120164.04028410141
1803,115384.718468021
1804,157984.3836321328
1805,139141.22848904514
1806,137411.8316253567
1807,137016.89065053433
1808,156211.42287610375
1809,122691.38566671571
1810,125729.51975512839
1811,142034.2390692581
1812,90173.71351399453
1813,103793.81902044521
1814,133120.9690834264
1815,100066.99151882385
1816,38190.47287602219
1817,101399.38191338691
1818,105441.07209533018
1819,157619.37802886337
1820,120392.16324117586
1821,25667.005794122524
1822,129547.06410282697
1823,147888.51072690496
1824,20890.48417305562
1825,149423.14675117136
1826,141139.016385078
1827,98686.00964424208
1828,114376.94506371384
1829,159059.4085088241
1830,135008.96301856494
1831,161223.98179255452
1832,158714.45422035374
1833,70973.07962975522
1834,146921.19417864017
1835,121916.41480967855
1836,124839.34683407373
1837,142489.95718296984
1838,101456.8987348259
1839,114845.0125685537
1840,97896.71061044303
1841,150322.5198122408
1842,132563.85111868972
1843,86759.04726881433
1844,139300.1953025104
1845,141835.33426266565
1846,153733.90707601677
1847,156494.29862338715
1848,162534.4321698252
1849,-14999.048331449885
1850,96829.08258828793
1851,122736.68290018043
1852,140778.97503362456
1853,103266.33694995068
1854,111275.69845114501
1855,159947.88183213095
1856,147728.8107458369
1857,225907.27175181994
1858,99220.801653646
1859,88276.89844530374
1860,52250.29010662569
1861,144400.37199620952
1862,51259.977606625675
1863,282901.2159328163
1864,270323.79502023873
1865,270343.79502023873
1866,340694.6428052733
1867,309000.4116012155
1868,220443.62334278127
1869,279247.56625445513
1870,216721.56542050958
1871,227315.25863919262
1872,230737.9234065076
1873,181608.84293844766
1874,265306.7108731388
1875,144543.9880132915
1876,170770.52954098774
1877,203365.10641660728
1878,210540.65990328492
1879,190502.8615707017
1880,146988.2135373318
1881,133702.7874025837
1882,249036.2223621949
1883,241858.41796584718
1884,182464.6759900016
1885,201017.1091392651
1886,224078.66873830842
1887,268079.78066000744
1888,230153.72606238237
1889,271324.4475386873
1890,167245.37551350068
1891,97281.01740973088
1892,88261.86653987275
1893,109425.28061111865
1894,127782.61291995988
1895,113029.53566591555
1896,136120.50752559025
1897,119349.06794331782
1898,130871.20101093315
1899,102718.41801182639
1900,160339.13502003357
1901,163727.33107240516
1902,197456.56557340577
1903,175320.92911033955
1904,226821.58607309606
1905,153092.34325048112
1906,200133.33625005579
1907,124249.37109287604
1908,236886.46281066546
1909,111216.1150068996
1910,135733.13730817806
1911,123394.96146260109
1912,227881.7715542829
1913,298228.6164389853
1914,157629.96034906534
1915,40508.53040563146
1916,320572.02505589486
1917,55297.644804190524
1918,230471.35969450726
1919,140323.54699178055
1920,166069.21350789006
1921,163858.71910122194
1922,361422.2842795674
1923,316522.539972965
1924,237852.55137627275
1925,224896.58382641542
1926,218525.0789549147
1927,358175.4743309022
1928,124728.68142084643
1929,169500.06489179083
1930,129728.66002082589
1931,119183.15525964007
1932,141195.9151545672
1933,120750.49049502652
1934,190619.29704719494
1935,183858.2383518171
1936,163598.2546592921
1937,197097.2805845168
1938,174621.45591237317
1939,160669.7090220804
1940,265862.37646359554
1941,209644.19501911695
1942,167675.37451071778
1943,159051.02287333805
1944,244818.98675394413
1945,338043.34452960105
1946,403473.10076842393
1947,136517.06931150652
1948,309718.2886586107
1949,164308.7642621104
1950,217330.48797009105
1951,190138.80791157612
1952,256455.99756675714
1953,214455.14909063443
1954,176761.33820818798
1955,183762.33452087262
1956,132110.7919300128
1957,294156.04202198837
1958,159863.89810209005
1959,256347.95459503355
1960,136413.88040719545
1961,91753.61904390206
1962,115555.71720809584
1963,99503.64760665335
1964,110531.37137906329
1965,104612.42882917616
1966,133026.67248345265
1967,137890.33379854204
1968,309062.68534130417
1969,383997.3837471788
1970,387092.95387199055
1971,373946.65756501036
1972,404620.46657975274
1973,348146.7242879688
1974,327744.5192428629
1975,313468.7022905228
1976,498671.33429008716
1977,300104.218256905
1978,365907.9705946981
1979,333427.9992018292
1980,333376.26552101556
1981,219766.97577116432
1982,348331.86755244876
1983,236258.92584686092
1984,214182.8593656238
1985,179574.46647470002
1986,224092.386824126
1987,209109.21384135977
1988,203648.81857608756
1989,170549.22015885016
1990,186620.82814418408
1991,207707.92504490947
1992,241476.91694280165
1993,225524.71269364975
1994,163178.10527819826
1995,230400.73457250997
1996,180839.41276545904
1997,286601.6474693105
1998,277518.77337755274
1999,339027.8847231462
2000,299542.7495219741
2001,332545.57443082135
2002,296882.5755402029
2003,246517.3019753241
2004,246392.40536385358
2005,300175.2597387758
2006,223238.93744284086
2007,222559.66939755107
2008,258256.446339462
2009,232858.53409825318
2010,195792.2131545602
2011,200585.45089924417
2012,127928.32483224187
2013,180646.7783079156
2014,177382.26005387335
2015,179701.79336942866
2016,217863.76450550574
2017,192466.2650985007
2018,200307.8923715047
2019,93193.6686591857
2020,132021.71430797977
2021,82819.01539212975
2022,101135.47932496501
2023,211808.96322573113
2024,135578.6225373462
2025,295046.07610157854
2026,359310.6552816557
2027,166976.20778624763
2028,148224.14965784914
2029,157405.2760149995
2030,170410.99747154737
2031,252942.1335121754
2032,227878.3735626226
2033,229101.3838490803
2034,238573.33645511593
2035,177696.1991174838
2036,240697.48757055085
2037,193517.11258860305
2038,218548.23853581987
2039,318428.9051657587
2040,235215.379628618
2041,323561.2424726986
2042,309730.90684445377
2043,217509.1499400455
2044,180130.51341221915
2045,164098.67315442674
2046,201996.5408118916
2047,151181.84349747305
2048,135855.5169506585
2049,128119.2469775494
2050,126432.47849602965
2051,164244.93080898782
2052,54294.160029508814
2053,110529.86197361411
2054,137376.2794602244
2055,86996.38331695941
2056,179502.83837102886
2057,132170.8673770377
2058,93204.96764671037
2059,212288.4539234018
2060,129502.1228691052
2061,179539.98002810054
2062,169965.2538305399
2063,123300.0269791887
2064,104251.93181978357
2065,141075.5936135988
2066,111363.6186142083
2067,164011.58081744588
2068,95336.58288480228
2069,147532.04846002418
2070,49473.64200760762
2071,114961.72853212486
2072,96441.92676846316
2073,137860.6205393161
2074,121760.52930650648
2075,160610.501228135
2076,153368.57812106167
2077,121988.55010004186
2078,164235.76141581574
2079,132683.88433652025
2080,118220.47642666296
2081,118813.95190772676
2082,125482.46743099121
2083,136765.83620410983
2084,152685.36968504757
2085,107699.92162901587
2086,83261.17901793348
2087,105384.30438359169
2088,110260.27500035429
2089,115770.02381325715
2090,69822.3933661732
2091,127631.3680732382
2092,98678.84166404902
2093,131180.11610570963
2094,149420.88854457557
2095,119367.48856641068
2096,159657.11668873424
2097,94126.94029818142
2098,90153.70360094622
2099,154063.35407487373
2100,44134.47967663099
2101,42341.87470344911
2102,117601.12632420164
2103,122676.58861330643
2104,91419.56741889867
2105,132706.69311077005
2106,133434.35941941984
2107,62636.34457435136
2108,198835.21510986408
2109,118133.03525641045
2110,113455.15236482462
2111,125160.7216295788
2112,143960.42111659836
2113,146618.57042802195
2114,114832.21961827624
2115,118119.6954484527
2116,171926.2596340978
2117,132594.2845275001
2118,160316.23052787114
2119,117883.36367961513
2120,125012.41272880169
2121,104060.89073451732
2122,117843.63264646012
2123,118845.86565156266
2124,81597.9846483318
2125,180496.07414452438
2126,124970.09828170997
2127,157669.57256525493
2128,170917.7492101602
2129,148090.60299993807
2130,52450.25553877457
2131,142868.61242803864
2132,127575.39005422493
2133,122565.84423596648
2134,132991.511189283
2135,115293.76444573318
2136,102959.39797868262
2137,-5329288344.431592
2138,108088.08365582561
2139,127655.65915682437
2140,148388.44513309954
2141,132237.8027592408
2142,162820.50590564593
2143,125877.29825974647
2144,161521.10335256596
2145,131279.77513646163
2146,142875.88964512706
2147,187858.32594255207
2148,119738.71025779098
2149,121650.28760545448
2150,139568.15589618956
2151,228753.35331867286
2152,130563.1373243474
2153,182270.99819045168
2154,198499.754829685
2155,111338.90815775472
2156,142660.18704629308
2157,286021.8231481755
2158,234262.0623960112
2159,243886.0987511921
2160,236931.41329421362
2161,186874.4942930649
2162,229663.95261455045
2163,347852.9789633871
2164,315979.90268351464
2165,247298.72560106678
2166,178854.75381853845
2167,158930.76610275396
2168,221970.5442993761
2169,167341.46296470737
2170,191153.82873497508
2171,205258.4484173259
2172,148355.1701193793
2173,137127.15578314062
2174,164805.2963437567
2175,224865.81661786608
2176,274121.37060028623
2177,291457.04027552507
2178,244893.8109572674
2179,222266.84219935787
2180,127887.233372517
2181,233681.49254237392
2182,188696.88374460427
2183,211185.10931963005
2184,190465.83021976607
2185,119681.87564778655
2186,96095.68588790896
2187,158083.13647486872
2188,149035.92537564744
2189,161474.6609450737
2190,236035.34118938705
2191,73529.14836142049
2192,16346.098072512192
2193,84023.15142884439
2194,100156.61688810578
2195,48466.10286359477
2196,94776.20558331154
2197,97068.50414678986
2198,110843.08491513616
2199,168516.90224825684
2200,180234.48544645903
2201,145057.42789284477
2202,147187.54952902065
2203,200930.6506885899
2204,153160.82991229085
2205,187861.17456452324
2206,126259.25177648207
2207,161069.85747607873
2208,235438.04386848083
2209,256066.25167336536
2210,267535.1313665005
2211,123488.22981430599
2212,124865.41677950986
2213,121708.75702702644
2214,103130.43279114785
2215,151479.582816518
2216,103110.15390149948
2217,163422.2758059599
2218,60650.26399733481
2219,54158.32377211227
2220,51394.94057363979
2221,-3589.8849639664986
2222,319920.75135325035
2223,256791.6252090169
2224,264911.4756596547
2225,210394.46885308868
2226,103614.66341731616
2227,195546.85207992926
2228,203509.0522605308
2229,263518.5804516633
2230,272867.590832745
2231,163707.43423660702
2232,226677.15371792397
2233,188561.6082365516
2234,200723.0394521646
2235,245828.34818338917
2236,217564.6228405936
2237,274448.00381061673
2238,306743.33439312456
2239,195655.89247437075
2240,110930.09468100335
2241,134461.63003172114
2242,157807.61459283196
2243,134000.6574292579
2244,124029.91559542074
2245,110377.31175914613
2246,110201.39653103627
2247,134735.88747552675
2248,122262.42940646125
2249,127174.49723501387
2250,115212.2277535826
2251,124341.91819012795
2252,92825.03751138301
2253,202107.09674557595
2254,162468.48852662137
2255,178935.80758041493
2256,193328.4494506118
2257,165057.50307524236
2258,212572.76097740605
2259,143483.83349655516
2260,172258.01082265167
2261,133377.6699708404
2262,210351.5875679593
2263,243152.68360106976
2264,356229.82546015596
2265,453129.31106484344
2266,143545.95764213707
2267,295397.1663730922
2268,390123.3184015748
2269,411611.22382211953
2270,145182.7150694837
2271,179733.75698927155
2272,214464.5967386649
2273,190354.67162991696
2274,149432.098013286
2275,182390.46827562855
2276,141988.24739174935
2277,162515.245259243
2278,160067.1306585027
2279,148427.52055836504
2280,93001.48062538028
2281,112337.28932111067
2282,146751.3451273467
2283,167457.79420460283
2284,111374.20244109587
2285,98235.97172744232
2286,152907.96049294682
2287,117720.27693335853
2288,373757.9619938574
2289,281436.52793003456
2290,368432.38823730825
2291,420594.586537187
2292,336573.5071445125
2293,412929.1048553111
2294,450162.43087823474
2295,360806.13869732816
2296,464943.8393643826
2297,303356.9357486377
2298,364423.2431367007
2299,360630.50840532087
2300,347534.20602247445
2301,337437.3643810224
2302,313011.4394284052
2303,274393.4083695292
2304,260796.80186790496
2305,268105.35754159506
2306,228702.63531144842
2307,218230.48165762454
2308,218139.44529963547
2309,242172.51431666772
2310,295024.80103228876
2311,229281.4349992369
2312,221514.34332193423
2313,176975.09391977233
2314,164160.23506916797
2315,173440.09201050748
2316,180553.77650271668
2317,201168.7852754334
2318,197708.72410843556
2319,184725.9552197512
2320,183953.098497893
2321,181209.61172653196
2322,234182.45869756956
2323,212499.35424556595
2324,189919.5700921939
2325,171506.82188534012
2326,215946.40653790097
2327,168576.7663926705
2328,197817.87912963735
2329,215892.92558013415
2330,184421.98791235467
2331,174682.5145626685
2332,351925.66378035606
2333,374529.0612309659
2334,333938.73338753206
2335,281300.60729532334
2336,282627.584136366
2337,327036.2101124828
2338,209851.24268172914
2339,269464.718767169
2340,226679.6669525953
2341,392420.17476778437
2342,222955.006229034
2343,243569.14294115422
2344,244694.61016786488
2345,221823.32656634582
2346,227263.9356289236
2347,215879.64959364454
2348,211219.02447641746
2349,261821.6735144153
2350,205800.76764585584
2351,288224.71108263487
2352,287876.030640805
2353,260929.14587017748
2354,263594.3271938629
2355,162778.36090829287
2356,152046.84399058003
2357,141527.7309292281
2358,191042.88057958486
2359,202446.3507145965
2360,110998.06063941155
2361,112889.19664013921
2362,150497.08436038528
2363,268024.19518807944
2364,120251.01224493657
2365,153276.73469601962
2366,217929.40985440326
2367,191214.99870649033
2368,213961.77358147336
2369,210356.0567605941
2370,219182.14907344567
2371,169973.86259281143
2372,158422.20100006965
2373,187610.70211865264
2374,275119.4782764869
2375,302036.63184646535
2376,246246.5146161614
2377,306491.8227240335
2378,352438.5592157177
2379,150438.14288736423
2380,218858.7129788362
2381,123500.29016608489
2382,174356.22103300053
2383,202722.25035688057
2384,197751.5336874698
2385,243970.2326821632
2386,150515.78906177753
2387,129795.35833832172
2388,126548.0729398661
2389,47019.66801270592
2390,117901.52202450171
2391,160850.3365464018
2392,150127.0253134647
2393,110965.66124897778
2394,176785.26121090146
2395,130886.65223997727
2396,210535.647642759
2397,136347.55577358688
2398,220948.0603794119
2399,127595.94676139943
2400,72941.64360259865
2401,44230.08967275344
2402,126707.55821680359
2403,132902.68247109395
2404,140335.6505354583
2405,149845.40054903604
2406,155700.13776752347
2407,145070.5337404805
2408,124580.72682255367
2409,124352.40510696205
2410,110616.4798602177
2411,183133.44125855653
2412,116297.83967938401
2413,162891.1598473487
2414,118736.31145887624
2415,146425.72508435498
2416,124759.5220405409
2417,128754.1681570429
2418,131146.138680332
2419,128674.67727940597
2420,117988.11606451175
2421,128220.1725708055
2422,175921.68755853572
2423,103442.47240684839
2424,112622.64083310809
2425,144587.7072056463
2426,226254.72090699425
2427,136363.07121378742
2428,140516.62110255158
2429,182438.9308968131
2430,95213.32958210577
2431,133208.75459408003
2432,93461.62571429717
2433,150487.80780098325
2434,157401.22174913948
2435,144874.53095599567
2436,178691.47781218588
2437,64291.92572983731
2438,68466.05289474507
2439,107970.9925282408
2440,88303.104235062
2441,122984.83057536554
2442,108240.84931242668
2443,103644.30146999357
2444,133302.12491421113
2445,132466.10225651076
2446,81303.37193938716
2447,131025.50426005991
2448,193387.79908335753
2449,136665.0901138835
2450,107762.01648522798
2451,157599.81311566688
2452,119559.5474169481
2453,219603.01192106007
2454,84621.1690360062
2455,62481.36317656585
2456,136199.18181763645
2457,158009.36580162233
2458,158748.68761967262
2459,135848.25126597093
2460,117410.26859435336
2461,148406.89821409353
2462,124335.73424522419
2463,139895.91006735383
2464,128508.98292852068
2465,197040.54675480604
2466,134785.24353348764
2467,100512.96236302225
2468,126513.23905122415
2469,92695.96208852273
2470,94819.4174859052
2471,214279.4133581027
2472,225269.72670683992
2473,192971.9360465684
2474,116192.76493546179
2475,84891.751482031
2476,214154.28722915304
2477,110666.83773034156
2478,126407.8606659889
2479,161667.31030930748
2480,92762.43564711358
2481,147899.2562809338
2482,127659.71899326309
2483,116650.27737108443
2484,99923.24082519437
2485,128998.69179054184
2486,111123.63756010406
2487,160111.62309038773
2488,186702.18133093292
2489,168719.6567774809
2490,160072.6833455214
2491,138297.58013088303
2492,61988.40375952225
2493,194908.2858432081
2494,143995.04657030897
2495,137631.614653952
2496,65232.65060834706
2497,222051.13403656782
2498,157918.21648353682
2499,115819.40136123753
2500,34302.91392326885
2501,109240.6772760439
2502,133638.98162283105
2503,154253.99521721323
2504,108091.10776340863
2505,216505.66038439612
2506,240664.14306390312
2507,254941.03156078944
2508,284234.85915340483
2509,248202.24149220504
2510,204350.67103756918
2511,204917.88566894847
2512,174875.93103879277
2513,206850.43428891414
2514,221323.40245812014
2515,321634.90181983414
2516,162642.30641745703
2517,167745.52741778074
2518,156619.7324082671
2519,156267.483056137
2520,240315.12460999071
2521,228917.37703216757
2522,186999.2366844757
2523,225862.01770196235
2524,108067.36476614363
2525,143501.00672717797
2526,149321.872942526
2527,152696.5535206338
2528,118030.5451046647
2529,140687.74933143385
2530,124999.67186358149
2531,113358.78805871509
2532,257637.64441824896
2533,223287.39787604415
2534,198084.99888098484
2535,229927.84905828407
2536,285074.3064917469
2537,232951.58856417445
2538,262241.8718050609
2539,187601.72443180394
2540,189626.58894862974
2541,190026.85626790414
2542,178904.89921526503
2543,162437.66821387887
2544,106481.00009120798
2545,114301.73708398355
2546,131314.58141921478
2547,123220.1708547871
2548,151601.6246098246
2549,123501.170404873
2550,158499.7814252812
2551,641998.7449888809
2552,124810.86860174862
2553,125257.41882249215
2554,49020.760824947996
2555,74488.36430122648
2556,90895.59551445118
2557,93060.12713727652
2558,94772.63539997049
2559,196374.57258959606
2560,152997.6273946252
2561,165689.60807996313
2562,155480.75336495784
2563,171384.08016551487
2564,161591.22580002257
2565,199913.21878611084
2566,152226.9662354634
2567,170903.9628224285
2568,140346.35840487122
2569,223606.92896239107
2570,240561.1020444294
2571,112580.68628547335
2572,204088.1881930846
2573,158688.54369838478
2574,218024.1317300423
2575,291759.3956312521
2576,137182.9045741582
2577,132714.4982472944
2578,155656.75863779758
2579,80288.95448672221
2580,17520.81390660585
2581,88836.37663258557
2582,122904.24917877003
2583,117221.23330221784
2584,285484.7706747054
2585,163155.38803221303
2586,183443.71784172053
2587,226249.8595630686
2588,213242.6966714376
2589,142190.19638551556
2590,152112.45974776713
2591,209511.6101632951
2592,229941.65714446164
2593,231409.88554439775
2594,254590.95021326048
2595,181006.14075359504
2596,200666.70883256593
2597,303442.99711022485
2598,186411.86899527616
2599,279187.7089029631
2600,329642.05965742446
2601,187225.66921208892
2602,108857.45975423633
2603,67472.08707231967
2604,101152.48809249059
2605,76190.71776320876
2606,63135.36679793452
2607,149157.22808059858
2608,205373.51446534705
2609,180097.6852716124
2610,161067.61867578106
2611,115851.92648920028
2612,157073.00114125866
2613,164387.08681106434
2614,120725.63241642687
2615,99616.66116877952
2616,151666.3622550806
2617,158958.88804034644
2618,201011.05034240172
2619,194427.93963288312
2620,213745.6305807818
2621,184604.85733500493
2622,180669.46660905267
2623,176875.18448757695
2624,237963.79282846267
2625,290245.9531487371
2626,302570.3158404202
2627,169031.34690079372
2628,185663.49369436878
2629,441453.70583792956
2630,480776.9977055839
2631,380711.149448427
2632,452172.34328036685
2633,402015.3806354821
2634,313550.0094357969
2635,417557.3377983896
2636,139743.58278761787
2637,168386.0451823206
2638,164837.25871492873
2639,280685.02708640555
2640,187922.967556783
2641,149563.22423970845
2642,89341.50192928709
2643,170364.96171593107
2644,105792.8630476601
2645,117298.29423290516
2646,104349.49833721023
2647,91309.43513287077
2648,105626.78360077349
2649,146798.98948368244
2650,147480.1182675955
2651,136290.11979653992
2652,128964.96039204753
2653,367689.2599341106
2654,282546.78911727556
2655,271262.32489949453
2656,412898.4372498682
2657,332717.31281378464
2658,373115.24143651477
2659,314844.5691659009
2660,323641.7047078365
2661,345249.1416539766
2662,381952.67585440906
2663,379868.4275599286
2664,289934.23429474677
2665,286650.20425329835
2666,317135.6738293404
2667,311305.69362314825
2668,180880.0525009601
2669,183568.78897621194
2670,194968.80803545297
2671,279434.45602685184
2672,188897.94718236502
2673,202032.8392103048
2674,209456.72942695292
2675,201745.49661655474
2676,177077.84524853498
2677,192937.2003187536
2678,205844.75358364583
2679,232063.67877393527
2680,289478.3106266854
2681,292332.3630821011
2682,377121.42610185035
2683,323682.2752726403
2684,433597.9422555149
2685,326844.4689743116
2686,323153.8506132339
2687,254742.85814435594
2688,297655.1683508927
2689,225821.43570575584
2690,213705.8937850954
2691,354897.8708117018
2692,200603.00035615865
2693,150920.8538474403
2694,213819.26347923512
2695,139791.3368982444
2696,202195.2914966599
2697,184507.46449680362
2698,192724.0276634252
2699,190257.61620906706
2700,159653.1473419374
2701,132940.91082030814
2702,127027.30722369636
2703,84365.4220606788
2704,91080.31020119034
2705,142579.8747779681
2706,104278.8484936032
2707,74610.8627766974
2708,93395.97638463248
2709,139026.1895312615
2710,108765.83200774423
2711,131979.62170431874
2712,347770.3872361225
2713,383240.0215029868
2714,166431.1108792152
2715,138145.97746063402
2716,172109.41809904994
2717,127603.67455093592
2718,201572.30108531864
2719,212207.6033037999
2720,145643.82464241632
2721,172583.39876954738
2722,119839.10890643328
2723,150928.97824326565
2724,143267.11270876662
2725,105634.18673856599
2726,119392.78105249583
2727,155315.6088448449
2728,182580.7280079788
2729,175905.20132979777
2730,134708.18673574325
2731,147272.83752354365
2732,129145.36445941386
2733,141809.7054081221
2734,159571.12200593948
2735,123409.4114165839
